직업코드	직업명	등급	직업기술서	예시
25451	학습지 및 방문 교사	A	회원의 가정을 직접 방문하여 학습지나 교육 교구를 이용하여 아동이나 학생들을 가르치는 자를 말한다.	학습지교사, 학습지관리교사,학습지방문교사, 국어학습지교사, 방문학습지선생님, , 수학학습지교사, 영어학습지교사, 학습지강사, 학습지관리교사
25491	교육연수기관 및 기업체 직무훈련 강사	A	기업체의 의뢰를 받거나 기업체 내부 직원으로서 근로자를 대상으로 정신교육 또는 직무교육을 실시하는 자를 말한다.	CS교육담당원(교육연수기관), 교관기관사,항공운수, 교관조종사,항공운수, 교육연수기관강사, 기업체연수기관강사, 비행교관, 정부연수기관강사, 증권교육담당원(교육연수기관), 직업관련연수기관강사, 항공술교관, 항해술교관
25911	장학관·연구관	A	학교를 주기적으로 시찰하고 교과과정, 교육방법, 장비 및 기타 사안에 관련된 문제에 관하여 행정기관 및 교사와 협의하며, 교육 기법을 관찰하고 교사의 수업 능력과 학습 결과를 평가 및 교육 교재를 포함한 현행 교과과정, 교육방법 및 기타 교육 실무에 관하여 연구하고, 필요한 변화와 개선을 추진하는 자를 말한다. 	장학관 및 장학사 ,교육 연구관 및 교육 연구사 ,입학 사정관 ,그 외 교육 전문가
25920	대학 교육조교	A	대학에서 교육과정 수행 시 지도교수를 보조하여 수업 및 실험지도 등을 하며 관련 개념, 이론 및 운영기법과 관련된 연구 업무를 보조하는 자를 말한다.	대학교육조교, 대학실험조교, 대학조교,실험, 실습조교, 연구조교
25991	보조 교사 및 기타 교사	A	중 · 고등학교에서 교과목 수업시 교사를 보조하여 학생들을 지도하고 정규과목 이외의 시간에 학생을 지도하는 자	컴퓨터 보조 교사, 과학 보조 교사, 실습 보조 교사
25999	그 외 교사	A	상기 세세분류 어느 항목에도 분류되지 않은 교사가 여기에 분류된다. 	기타교사, 다문화언어지도사
26111	판사	A	법정에서 재판을 진행하고 판결을 내리는 업무를 진행하는 자를 말한다. 	판사
26112	검사	A	범죄를 수사하여 공소를 제기하고 법의 정당한 적용을 법원에 청구하며 기소를 지휘, 감독하는 자를 말한다.	검사
26120	변호사	A	법률사건의 당사자 또는 기타 관계인의 위임 또는 공무소의 위촉 등에 의하여 법정에서 사건을 변론하고 법적 권리와 의무에 관하여 조언하는 자를 말한다. 소송사건, 비송사건과 소원, 심사청구, 이의신청 및 행정기관에 대한 불복신청 등에 관한 제반 법률사무를 수행한다.	가사변호사, 공증인, 국선변호사, 국제통상전문변호사, 민사변호사, 변호사, 행정변호사, 형사변호사
26131	법무사	A	타인의 위촉에 의하여 법원과 검찰청에 제출할 서류와 법무에 관한 서류, 등기 및 기타 등록신청에 필요한 서류를 소정의 양식에 따라 작성하고 등기 및 공탁사건의 신청대리에 관한 제반업무를 대행하는 자를 말한다.	법무사, 사법서사
26132	집행관	A	지방법원 및 지방법원 지원에 배치되어 주로 송달의 시행 및 강제 집행에 관한 처분을 행하는 자를 말한다. 법관의 보조 역할이 아니라 법정 직권을 독자적으로 행사한다. 이해 관계인의 청구에 의하여 집행 기록의 열람을 허가하고 기록에 있는 서류의 등본을 교부할 의무가 있으며 일정한 사항을 명시한 집행 조서를 작성하기도 한다.	법원집달리, 집달관, 집행관
26140	변리사	A	타인의 위촉에 의하여 지식재산권 전반의 창출 · 활용, 보호 및 분쟁에 관한 업무를 수행하는 자를 말한다.	디자인변리사, 디자인특허전문가, 변리사, 상표감정인, 상표대리인, 상표변리사, 상표전문가, 상표특허전문가, 지식재산권전문가, 지식재산권특허전문가, 특허감정인, 특허대리인, 특허변리사, 특허전문가
26151	공무원(6급 이하)(현장, 기능업무 수행자 제외)	A	국가공무원법 또는 지방공무원법 등에 정한 공무원 중 6급 이하 공무원을 말하며, 현장, 기능업무 수행자는 제외한다.- 현장, 기능업무 수행자는 사무업무를 수행하지 않거나 현장관리, 검사, 감독 등 대부분의 업무를 사무실이 아닌 곳에서 수행하는 자를 말한다.	행정직 공무원 ※주의) 공공행정사무원/총무사무원으로 직업배서 다발 직업임 ※예시) 공사/공단 등에서 행정업무를 보는 경우 [31110 공공행정 사무원] 적용
26152	공무원(6급 이하)(현장, 기능업무 수행자)	B	국가공무원법 또는 지방공무원법 등에 정한 공무원 중 6급 이하 공무원을 말하며, 현장, 기능업무 수행자에 한하여 적용한다.- 현장, 기능업무 수행자는 사무업무를 수행하지 않거나 현장관리, 검사, 감독 등 대부분의 업무를 사무실이 아닌 곳에서 수행하는 자를 말한다.	지방자치단체 직원(6급 이하), 경찰 공무원(6급 이하), 소방 공무원(6급 이하), 교통 관리 공무원 (6급 이하), 환경 공무원 (6급 이하), 건설 공무원 (6급 이하), 농업 공무원 (6급 이하), 보건 공무원 (6급 이하), 해양수산 공무원 (6급 이하), 기술직 공무원 (6급 이하)
27111	노무사	A	개인사무소 또는 기업체에 소속되어 노동관계 서류를 작성하거나 노사관리 업무를 수행하는 자로 노동관계 법령의 규정에 따라 각종 서류를 작성하고, 법령 및 노무관리에 대하여 상담 · 지도하는 자를 말한다.	공인노무사, 노무사, 사회보험노무사
27112	인사 컨설턴트	A	조직적인 인사관리, 합리적인 직무평가 및 과학적인 직업훈련 등을 목적으로 사업체 및 공공기관 등에서 수행되는 업무의 내용, 수행요건, 근로조건 등과 같은 기술적인 정보를 조사·분석·평가하여 효율적인 직업정보를 제공하며 직무분석 기법을 개발하는 자를 말한다.	인사사무전문가, 인사전문가, 인사컨설턴트, 인사행정전문가, 장애인직업능력평가연구원, 직무분석가, 직무분석전문가, 직업분석가, 직업연구전문가, 직업지도전문가, 커리어코치
27119	그 외 인사 및 노사 관련 전문가	A	상기 세세분류 어느 항목에도 포함되지 않은 유사한 직무를 수행하는 자가 여기에 분류된다.	노사관계전문가, 노사관계조정자, 비즈니스코치
27120	회계사	A	회계에 관한 용역 업무를 계획 · 관리하고, 의뢰인의 위임에 따라 재무회계 서류의 작성, 기업의 소득세보고서 작성, 재무회계감사 또는 증명을 하고, 재무 서류의 조정, 재무조사 및 기타 회계 사무에 관련된 상담을 하는 자를 말한다.	AICPA회계사, CPA회계사, 공인회계사, 국제회계전문가, 원가회계사, 재무감사역, 중소기업진단가회계사, 회계감사역, 회계감사원, 회계관리전문가
27130	세무사	A	개인이나 기업 등을 대리하여 납세 신고서를 작성하고 부당 납부고지서에 대하여 세무서에 이의를 신청하며, 세금의 환급신청과 과세문제에 대해 상담하는 자를 말한다.	세무사, 세무상담원
27140	관세사	A	타인의 의뢰를 받아 수출입 물품에 대하여 세목 · 세율의 분류와 과세 가격의 확인과 세액을 계산하고, 수출입의 신고 및 이와 관련되는 절차의 이행과 관세법에 의한 이의신청 · 소원 · 심판 청구 등을 대리하는 자를 말한다.	관세사, 선적대리인, 수입사후관리원,통관, 수입신용장개설담당원,통관대리, 수입업무담당원,통관, 수입업무사무원,대행, 수입재통관사무원,통관대리, 수입통관사무원,통관대리, 수출재통관사무원,통관대리, 수출통관사무원,통관대리, 운송대리인,통관, 종합무역중개인,통관대리, 통관대리인, 통관대행업무종사자, 통관사무원
27151	경영 및 진단 전문가	A	경영과 관련된 개선점을 제안하고 계획하며 실행하기 위해 운영, 경영방법이나 조직의 기능을 분석하는 것과 같은 서비스와 자문을 제공하는 자를 말한다.	6시그마컨설턴트, 경영전략가, 경영지도사, 경영지도전문가, 경영진단전문가, 경영컨설턴트, 경영컨설팅상담원, 기업경영컨설턴트, 기업상담전문가,창업, 기업창업상담가, 기업창업상담전문가, 벤처컨설턴트, 사업능률전문가, 생산혁신진단가,창업컨설턴트, 품질관리컨설턴트, 프랜차이즈컨설턴트
27211	투자 및 신용 분석가	A	자신의 회사나 회사 고객들에게 금융 및 투자 자문을 제공하기 위해 경제예측, 주식거래량, 회사의 재무상태, 과거의 성과 및 주식, 채권 및 기타 투자수단들의 장래 경향성 등과 같은 금융시장 정보를 수집하고 분석하고, 신용을 연장하거나 대출과 관련된 위험 정도를 판단하기 위하여 신용자료 및 재무제표를 분석하는 자를 말한다.	OR분석가, 경영분석가, 경영시스템분석가, 경영시스템분석원, 경영전략가, 경영조사분석가, 업무분석가, 오알분석가
27221	자산 운용가	A	투자신탁, 연금 등 기관투자가의 투자운영을 담당하며, 투자계획을 수립하고 자금사정의 변화 및 증권시장의 변동에 따른 포트폴리오를 모니터하고 전문지식에 기초하여 최대한의 투자수익을 올릴 수 있도록 투자를 결정하고 자산을 운용하는 자를 말한다.	FundManager, MMF펀드매니저, MoneyMarketFund펀드매니저, ProjectFinance담당원, WrapAccount운용가, 개인자산관리사, 고객자산관리운용가, 구조화금융운용원, 구조화금융전문가, 금융자산운용가, 금융컨설팅원, 기업고유자산운용가, 단기채권형펀드매니저, 부동산펀드매니저, 선물자산운용가, 유가증권자기매매운용가, 자산운영가, 자산운용전문가, 재테크상담전문가, 주식운용가, 주식형펀드매니저, 중소기업거래관리원,금융, 증권투자전문가, 채권운용가, 채권형펀드매니저, 트레이더, 파생상품투자운용가, 파생상품투자전략가, 파생상품펀드매니저, 펀드매니저, 펀드매니져
27231	보험 및 금융 상품 개발자	A	보험 사업에서 각종 보험사고의 위험을 전문적으로 평가하여 보험상품을 개발하거나 새로운 금융상품을 개발하는 자를 말한다. 또한 각종 예금, 투자신탁 등 금융에 관련된 각종 자료를 조사 분석하여 새로운 금융상품을 개발하는 자를 말한다.	금융상품개발자, 금융상품개발전문가, 금융상품전문가,개발, 금융설계가,상품개발, 금융설계사,상품개발, 단기채권형상품개발원, 생명보험상품기획원, 수신금리기획원, 수신상품기획원, 수익증권상품개발원, 신탁기획원, 여신금리기획원, 외환기획원, 주식신상품개발원, 주식형투신상품개발원, 채권상품개발원, 카드상품개발원, 투자신탁상품개발원, 파생상품연구원, 혼합형투신상품개발원
27231a	보험 상품 개발자	A	시대 변화에 따라 보험 상품으로 어떤 것이 필요하고 보험료가 어떤 수준에서 책정되어야 하는지를 파악하며, 금리변동률, 영업비용과 회사이익 등을 고려하여 보험 상품을 개발하는 자를 말한다.	계리사,보험, 교육보험계리인, 교육보험동향분석원, 교육보험상품개발원, 교육보험시장분석원, 단체보험상품기획원, 보험계리사, 보험계리인, 보험동향분석원, 보험동향조사분석원, 보험동향평가원, 보험상품개발가,보험연금, 보험상품개발원, 보험상품개발자, 보험상품기획가,보험연금, 보험상품기획원, 보험상품분석가,보험연금, 보험상품분석원, 보험전문가, 보험조직관리원, 사회보험연구원, 생명보험계리인, 생명보험동향분석원, 생명보험상품개발원, 손해보험계리인, 손해보험동향분석원, 손해보험상품개발원
27241	증권 및 외환 딜러	A	주식, 채권, 파생상품, 투자신탁상품 등의 매매를 중개하는 업무를 수행하고 외환시장의 추이를 분석하여 외환의 현물 및 선물을 매매하는 업무를 수행하는 자를 말한다.	국제증권브로커, 증권딜러, 채권딜러, 증권판매인, 투자중개인, 주식브로커, 외환딜러, 외환중개인, 선물거래사, 파생상품브로커
27250	손해사정사	A	보험사고로 발생한 손해액과 보험금을 평가하고 사정하는 업무를 담당하는 자를 말한다.	보험산정인,보험연금, 손해사정사, 손해사정인, 손해평가사, 자동차보험손해사정인, 해상보험손해사정인, 해상항공보험손해사정인, 화재특종보험손해사정인
